instance,run,agent,publications,consultations,shared_reads,best_fitness,best_time_seconds
cubic_900.txt,5,HHO,2,8,8,795.000000000,2.216999769
cubic_900.txt,6,ACO,15,25,25,784.000000000,18.889999866
cubic_900.txt,6,Tabu Search,6,80,79,1013.000000000,0.009999990
cubic_900.txt,6,RVNS,2,80,79,1013.000000000,0.019999981
cubic_900.txt,6,HHO,3,8,8,802.000000000,6.614000082
cubic_900.txt,7,ACO,13,26,26,781.000000000,10.398000002
cubic_900.txt,7,Tabu Search,8,80,79,986.000000000,0.029999971
cubic_900.txt,7,RVNS,5,80,79,986.000000000,0.075999975
cubic_900.txt,7,HHO,2,8,8,792.000000000,9.799999952
cubic_900.txt,8,ACO,12,25,25,778.000000000,4.726000071
cubic_900.txt,8,Tabu Search,6,80,79,984.000000000,0.013000011
cubic_900.txt,8,RVNS,3,80,79,984.000000000,0.067000151
cubic_900.txt,8,HHO,6,8,8,777.000000000,15.975000143
cubic_900.txt,9,ACO,12,26,26,775.000000000,20.944000006
cubic_900.txt,9,Tabu Search,6,80,79,978.000000000,0.023000002
cubic_900.txt,9,RVNS,4,80,79,978.000000000,0.041000128
cubic_900.txt,9,HHO,2,8,8,789.000000000,3.901999950
cubic_900.txt,10,ACO,17,25,25,780.000000000,18.526000023
cubic_900.txt,10,Tabu Search,6,80,79,983.000000000,0.105000019
cubic_900.txt,10,RVNS,4,80,79,983.000000000,0.036000013
cubic_900.txt,10,HHO,4,8,8,796.000000000,10.029000044
